CustomerID,Recency,Frequency,Revenue
17267,126,38,317.62
17723,126,10,3276.4000000000005
13513,126,10,205.1
17457,126,19,1737.7
16174,125,23,1009.55
17400,125,213,2129.96
13082,125,75,3631.7799999999997
14079,124,12,375.1
13248,124,26,465.68
14331,123,28,462.65999999999997
13752,123,76,1186.28
14053,123,4,260.25
17331,123,1,175.2
16951,122,87,1292.75
13869,122,307,3104.9500000000003
17085,122,189,1578.25
16788,122,155,597.48
15985,122,38,1247.42
14127,122,44,709.71
15247,121,6,356.0
13280,121,85,814.86
12929,121,9,130.6
13355,121,32,674.7
13217,121,7,934.34
13162,121,82,1731.59
14024,121,16,327.7
17994,121,84,727.29
13388,120,36,727.05
12693,120,41,880.86
15581,120,151,3929.9700000000003
14346,120,60,1021.58
17429,120,42,537.72
17531,120,15,299.95
17248,119,69,318.65
13722,119,86,2381.66
13645,119,5,252.1
13307,119,1,15.0
17642,119,40,712.29
15689,119,9,254.1
13873,119,24,397.5
13888,119,40,605.63
15192,119,51,1044.32
16045,119,83,1340.7
16317,119,69,1341.65
12399,118,59,1108.65
14855,118,20,645.65
17122,118,7,138.32
14406,118,8,156.75
15683,116,10,193.75
16292,116,19,323.59999999999997
13116,116,31,517.09
13621,116,19,213.85
17252,116,87,353.86
12758,116,97,2791.59
16272,116,25,411.7
15624,116,34,588.13
13799,116,39,688.86
18143,116,61,1000.16
17958,116,7,508.46000000000004
13720,116,43,799.9
16961,115,14,234.17
16902,115,44,1706.88
15480,115,45,905.5
15342,115,26,420.42
14006,115,30,962.19
15002,115,115,1641.76
15768,115,28,661.83
16927,115,6,543.05
14918,115,45,1610.15
12641,114,10,185.9
17048,114,48,986.38
17398,114,38,653.38
15734,114,26,1339.45
14323,114,41,635.86
16755,113,176,1509.03
18073,113,76,3890.6000000000004
13655,113,56,932.97
15541,113,29,85.13000000000001
17070,113,64,312.14
18248,113,49,825.02
18178,113,99,1608.21
12688,113,171,4873.81
13027,113,26,6912.0
12729,113,26,453.01
13273,112,16,138.98
15472,112,76,371.56
17742,112,15,355.11
15232,112,31,612.06
16582,112,6,313.62
15797,112,8,2207.4
17045,112,22,339.44
14745,112,70,1273.3600000000001
15396,112,14,288.18
12418,112,34,668.58
16419,112,52,984.98
13242,111,13,270.40000000000003
15938,111,18,404.58000000000004
14772,111,9,139.26
12968,111,5,135.95
14566,110,4,1432.0
17029,110,2,716.0
14246,110,75,1474.06
14224,109,118,1050.12
14460,109,17,485.34
14013,109,34,473.02
15313,109,1,52.0
12363,109,23,552.0
16952,108,16,167.61
17585,108,214,1133.07
14265,108,31,530.18
13933,108,23,608.79
14045,108,6,1659.75
17083,108,52,1405.78
14930,108,128,2372.86
14364,108,69,3717.35
16550,108,261,2331.69
12593,108,21,418.09999999999997
14523,107,12,241.09
13593,107,129,2083.88
17242,107,40,1135.04
13140,107,46,423.72
13425,107,78,1624.21
18018,107,29,122.14
14301,107,16,648.24
16302,107,12,253.62
17268,107,6,763.64
12853,107,84,2032.5
16536,106,56,558.92
17256,106,16,240.0
13411,106,18,213.55
14407,106,76,2204.38
15812,106,41,1801.14
15800,106,119,699.08
12649,106,33,643.3100000000001
16340,106,153,549.07
14973,106,32,1314.45
17869,106,40,428.18
17134,106,24,425.0
14196,106,6,335.52
15263,106,12,156.51
14314,106,8,120.0
13000,106,31,534.85
16093,106,1,17.0
17844,106,5,51.559999999999995
16503,106,86,1442.43
14687,106,15,628.38
16429,105,2,284.55
16859,105,72,1022.48
14055,105,10,725.6400000000001
12624,105,38,641.13
12715,105,21,353.86
15663,105,9,138.14
18200,105,32,163.8
17189,105,61,384.4
13003,105,6,149.05
17146,105,35,749.78
16641,105,12,231.1
13489,104,14,449.52
15641,104,119,1887.2
15074,104,42,748.87
15569,103,31,1375.71
14472,103,281,1936.84
13301,103,81,618.09
15325,103,49,162.29
15095,103,49,1376.5
16816,102,28,417.06
13778,102,9,178.7
16806,102,103,801.49
12814,101,2,125.92
14078,101,65,1049.37
15866,100,45,230.53
17298,100,30,498.42
16083,100,31,1317.62
15596,100,84,1469.84
14513,100,18,472.69
17747,99,2,78.15
17320,99,73,1200.6200000000001
17588,99,23,1240.2
15260,99,78,1840.77
13466,99,18,317.85
16780,99,60,425.19
15625,99,68,1563.96
16180,99,176,10290.88
13631,99,12,3119.07
12436,99,16,509.01
16456,98,111,2158.37
13470,98,10,165.0
13045,98,18,305.28
13376,98,53,1019.76
15829,98,51,636.14
13099,98,1,207.36
16808,98,23,288.42
14436,98,9,89.06
18027,98,21,115.31
16092,98,53,856.36
18087,97,7,4341.32
14463,97,6,529.62
14171,97,58,363.79
16761,96,13,316.62
12710,96,79,1167.47
12851,96,50,135.18
17774,96,157,1235.36
14965,95,83,599.0
17050,95,316,3228.84
17229,95,47,318.76
13240,95,67,663.65
13548,95,124,682.41
17722,95,120,2467.44
16551,95,32,922.12
13748,95,28,948.25
15364,95,29,913.19
12422,95,39,803.5600000000001
15307,95,12,205.3
12502,95,147,3723.87
16820,95,26,497.61
13851,95,81,2651.46
14565,95,129,3124.4700000000003
12816,95,29,572.2
16172,94,69,1140.21
13192,94,63,911.94
13744,94,72,1156.36
17309,94,12,82.75
15491,94,155,3109.33
18196,94,141,689.13
17560,94,27,854.95
13158,94,79,1201.06
16400,94,29,303.93
14208,94,10,151.74
15462,93,11,234.6
17339,93,9,243.36
16175,93,58,1037.5900000000001
13130,93,2,64.0
13122,93,55,922.39
12461,93,35,826.88
13210,93,22,353.48
15071,93,26,982.07
16828,92,8,128.5
18093,92,38,2129.62
13889,92,15,416.90000000000003
15488,92,2,91.32000000000001
15885,92,18,379.35
18222,92,19,443.0
15653,92,6,877.44
13244,92,27,121.74
13330,92,53,1140.93
13848,91,5,1255.0
16031,91,100,548.94
13249,91,23,711.41
14223,91,61,1007.03
15400,91,13,765.7
15198,91,10,193.64000000000001
12592,91,18,437.6
12535,91,34,716.35
13441,91,13,296.64
16027,91,17,1017.12
14414,91,98,1508.83
16309,91,44,726.47
14210,90,103,1910.7900000000002
16723,90,43,589.15
15652,90,21,337.74
14628,90,24,671.96
14837,89,110,1657.8
12635,89,101,1689.18
15035,89,27,252.73000000000002
15636,89,25,724.76
16384,89,33,584.5
15939,89,77,6127.76
14212,89,9,1070.48
13124,89,235,3866.33
13372,89,23,378.64
18255,88,6,103.30000000000001
16796,88,18,305.62
13611,88,76,1185.4
12965,88,109,771.91
18215,88,13,299.34000000000003
14307,88,180,2995.7200000000003
15980,88,43,2398.86
16209,88,46,2262.62
12884,87,7,309.05
16141,87,30,620.4
17919,87,23,1304.04
12924,87,31,937.45
17433,87,54,303.16
16475,87,28,544.3
15996,87,131,1076.58
15673,87,155,2881.02
14500,87,7,356.85
14276,87,75,1220.09
13850,87,94,1604.15
16451,87,14,266.96999999999997
16098,87,67,2005.6299999999999
15216,87,2,96.6
15343,86,21,364.5
14753,86,30,563.15
16036,86,55,758.9200000000001
18251,86,16,4314.72
16959,86,7,117.35000000000001
14163,86,52,2445.91
16229,86,47,1010.6
17640,86,5,621.66
12756,86,4,112.08
18173,86,31,2106.84
14660,86,30,285.74
16745,86,358,7217.9
17347,85,1,228.96
17033,85,28,1030.14
13877,85,3,117.24
13931,85,59,1244.13
17333,85,28,494.25
16048,85,9,269.19
13539,85,38,656.84
14915,85,13,356.13
13518,85,38,659.44
13662,85,58,916.44
17786,84,72,278.74
17047,84,65,1100.9
14894,84,23,655.75
15466,84,57,334.53
12722,84,57,1090.93
17898,84,28,152.06
17846,84,1,2033.1
15417,84,28,508.8
14105,84,76,1272.13
15122,84,87,1655.43
17594,84,50,993.1800000000001
14420,84,30,389.17
12616,84,36,769.35
15205,84,38,657.65
14177,84,43,564.36
13141,84,136,2391.7000000000003
16709,84,79,3029.87
16108,84,49,868.9
12434,84,54,847.09
12513,84,36,637.79
15099,83,23,410.48
14124,83,5,419.58
15975,83,24,371.01
13563,83,49,777.53
15410,83,122,3450.84
12871,83,11,380.64
15523,83,10,412.01
15947,82,29,1708.24
13067,81,15,115.46000000000001
17802,81,147,1318.24
13334,81,268,3536.82
16370,81,228,1320.56
18094,81,70,3017.3
12379,81,41,854.19
17058,81,62,1179.89
13325,81,12,675.3
16080,81,11,257.72
13562,81,82,1799.3300000000002
18232,81,40,603.47
16906,81,93,579.77
12527,81,18,348.71000000000004
13774,81,22,345.0
12497,81,14,1043.1
12752,80,53,4366.78
15504,80,13,52.83
15675,80,21,323.69
13228,80,2,358.0
17628,80,5,75.75
13375,80,38,784.4
18017,80,3,523.0
15764,80,188,3314.4700000000003
16527,80,14,228.06
16211,80,24,551.27
16428,80,1,2.95
17848,80,51,901.2
14236,80,15,490.85999999999996
15341,80,17,2020.52
16215,80,14,242.35
16624,80,48,810.5699999999999
16777,79,50,226.35
16584,79,31,964.13
15026,79,61,469.0
13356,79,42,768.24
13038,79,28,908.46
16928,79,213,2913.7
17873,79,46,1953.96
12435,79,36,7829.89
12390,79,32,549.84
15888,79,14,195.35
12701,79,53,797.71
13908,79,126,2392.05
17415,79,14,507.84
13946,78,11,561.57
12604,78,16,254.18
12550,78,57,964.83
16627,78,20,322.8
17475,78,14,194.37
17731,78,83,1602.02
13959,78,92,598.2
14951,78,20,311.69
12520,78,155,2686.01
14887,78,6,1862.0
15433,78,53,648.73
13529,78,15,307.76
15810,78,112,1638.53
15201,78,97,1545.24
16213,78,6,159.0
15603,78,2,48.480000000000004
12409,78,114,11088.41
17460,78,37,792.23
16735,78,128,2331.91
12854,78,115,1359.85
17027,78,155,931.99
12739,77,38,1013.04
13486,77,69,1122.41
15067,77,82,1744.76
14038,77,93,1566.28
13220,77,21,819.29
16236,77,20,432.2
17311,77,55,1384.8500000000001
12930,77,27,421.70000000000005
17079,77,2,118.80000000000001
12609,77,60,1126.85
14854,77,131,2769.77
17037,77,77,1281.42
12425,77,36,777.2
16715,77,19,301.71999999999997
16984,77,418,4570.28
12516,77,26,1312.06
12995,77,5,221.92
15744,77,3,34.8
13127,77,15,259.17
17388,77,15,1259.56
15075,77,27,773.03
18189,77,69,1096.14
16978,77,39,344.33
14014,76,39,505.18
14880,76,47,706.19
13336,76,51,795.12
14652,76,29,114.17999999999999
15475,76,29,454.11
15978,76,49,1098.78
16485,76,42,363.65
16872,76,7,680.02
15549,76,116,1730.76
16689,75,16,541.94
16480,75,53,769.29
13787,75,31,309.04
17498,75,17,272.22
14561,75,69,1080.76
15799,75,98,884.14
14152,74,50,631.49
15312,74,48,928.6
12348,74,31,1797.24
18155,74,28,395.42
12545,74,50,1000.39
17154,74,23,329.34
16594,74,53,181.09
16342,74,15,322.41
14757,74,19,420.5
16198,74,15,400.68100000000004
15366,74,44,602.51
13670,74,25,349.7
18066,74,10,318.0
14806,74,11,193.39
12823,74,5,1759.5
13390,74,13,544.08
15626,74,49,675.8
16603,74,34,482.47
12412,74,61,1226.88
13927,74,21,348.99
17172,74,16,322.26
16383,74,102,668.36
14908,73,9,277.8
13233,73,43,605.12
17674,73,27,551.04
13639,73,40,1033.34
15958,73,7,104.35000000000001
16778,73,16,245.94
15243,73,22,316.68
16468,73,2,74.9
13434,73,10,534.24
13866,73,7,145.67000000000002
14473,73,7,234.34
17997,73,180,2430.04
15154,73,92,352.57
13405,73,27,572.451
13514,73,4,152.20000000000002
14272,73,33,437.96
17788,73,5,1117.9
17480,73,31,517.13
16629,73,64,417.73
14818,73,48,657.8
16573,73,46,678.8100000000001
17061,73,101,5348.33
17805,73,10,512.31
18278,73,9,173.9
12987,73,30,572.4
16266,73,61,861.89
14101,73,35,5976.79
13555,73,136,4149.28
17656,72,82,1674.69
13979,72,54,869.87
16181,72,11,305.54
17591,72,167,2236.92
12579,72,31,470.12
13016,72,47,789.89
15674,72,135,3149.18
12455,72,90,2466.86
16122,72,38,684.42
15827,72,134,2030.7
17002,72,50,1499.68
13134,72,105,1846.53
14934,72,88,1893.04
12566,72,20,356.6
17370,72,33,446.18
13397,72,39,1549.08
16681,72,44,1770.3400000000001
16493,72,62,1373.6
13515,72,59,891.12
14609,71,4,601.56
14978,71,216,1931.42
15348,71,9,158.04
16182,71,28,6617.65
18242,71,78,2232.4900000000002
18265,71,46,801.51
13901,71,149,2867.2000000000003
16321,71,16,516.6
16281,71,17,2062.06
17950,71,72,492.28000000000003
13321,71,11,567.36
12393,71,64,1582.6000000000001
15036,71,127,465.55
14947,71,14,290.82
13061,71,10,248.60999999999999
17783,71,67,283.47
17513,71,6,513.1999999999999
18235,71,104,1796.48
13741,71,35,670.53
17894,71,193,1119.81
16650,71,24,518.42
18192,71,45,957.97
14475,71,47,1051.88
15030,71,7,518.28
17819,71,49,3748.67
17427,71,2,100.8
15175,71,23,224.14
12372,71,52,1298.04
13886,70,16,243.56
13354,70,51,743.53
13503,70,17,216.85
16574,70,28,451.44
16589,70,33,459.24
12458,70,38,947.4
14305,70,110,1914.16
12728,70,46,836.33
14681,70,7,498.95
12718,70,19,238.25
18204,70,202,2008.1000000000001
15062,70,57,987.86
16233,70,25,651.23
17905,70,34,800.24
17572,70,12,226.75000000000003
14409,70,55,2210.65
16268,70,45,667.65
14916,70,79,1273.12
12822,70,47,978.78
13092,70,26,495.83
15593,70,5,199.8
13972,70,15,190.25
13095,70,6,74.39999999999999
13764,70,208,1521.76
14164,70,29,1631.77
17376,70,24,203.2
13320,69,110,1605.7
17506,69,16,310.11
12694,69,37,869.67
13347,69,8,341.36
15185,69,21,310.62
15834,69,276,2382.6
16404,69,23,443.05
18008,69,30,2116.19
12842,69,34,1118.99
16613,69,30,618.59
16591,68,10,213.5
16693,68,60,482.01
15774,68,25,270.8
15164,68,103,843.05
15579,68,51,348.6
14970,67,34,1592.06
16667,67,53,570.13
14193,67,42,853.39
13344,67,119,2543.7200000000003
12886,67,86,1405.71
13635,67,62,1071.03
18116,67,378,1418.03
13505,67,227,4504.38
16774,67,49,668.12
12637,66,394,6090.55
13431,66,46,1269.1
15299,66,12,5226.93
15930,66,21,426.63
16183,66,15,338.71
14651,66,102,654.6
16441,66,24,381.2
12413,66,40,822.0500000000001
15241,66,111,1774.29
13364,66,20,269.92
13801,66,23,324.8
16881,66,1,432.0
16882,66,39,705.12
16556,66,207,3313.79
14184,66,24,452.89
15255,66,47,890.85
15339,65,88,590.57
13351,65,16,373.94
15739,65,8,449.12
15228,65,126,3396.46
15181,65,18,698.6800000000001
13792,65,13,195.55
17667,65,117,2055.51
12512,65,34,138.03
17957,65,31,111.68
13552,65,121,3940.61
16374,65,111,473.03000000000003
15276,65,52,135.31
18053,65,21,302.97
13989,65,41,1266.08
16059,65,180,1459.8600000000001
15127,65,16,406.53000000000003
16106,65,6,108.38
13483,65,10,140.34
12843,65,108,1723.76
15757,65,45,714.42
15730,65,73,1133.38
17382,64,2,65.4
17483,64,21,414.04
15244,64,34,631.57
12789,64,4,91.85000000000001
16040,64,65,1313.55
17222,64,28,354.15
16803,64,24,332.3
13947,64,5,90.60000000000001
16758,64,22,369.34000000000003
15048,64,98,387.53
17647,64,7,133.06
14054,64,6,92.46000000000001
14396,64,73,487.99
15762,64,37,583.75
18033,64,34,97.97
13845,64,9,312.98
15837,64,24,391.98
15416,64,193,3994.27
13177,64,17,282.45
14538,64,19,388.25
14317,64,24,508.58
13602,64,23,428.89
16895,64,69,219.14000000000001
13591,64,58,1117.13
15315,63,38,589.46
15306,63,58,1174.35
15518,63,220,1973.01
13504,63,22,295.93
14819,63,13,272.07
16316,63,156,3122.26
15264,63,23,393.74
16432,63,8,287.40000000000003
13771,63,120,2637.2
12939,63,47,11581.8
14518,63,16,174.37
13049,63,14,656.6800000000001
15937,63,7,145.35000000000002
12923,63,29,176.97
13023,63,40,689.9
15766,63,11,315.06
15300,63,28,496.44
13348,63,14,233.76000000000002
16842,63,64,1267.94
16184,63,46,1162.04
16909,63,19,394.14
16462,63,4,170.0
16160,63,22,1041.43
15841,63,50,1239.02
13279,63,11,149.20000000000002
17921,63,145,826.52
13055,63,78,1226.86
16875,63,123,2167.59
13317,63,135,2407.29
12703,63,22,292.40000000000003
14333,63,19,478.95
18194,63,9,1051.68
14501,63,12,312.11
14557,63,32,1576.76
15322,63,49,756.39
12394,63,27,1272.48
17030,63,11,146.87
12420,63,29,600.39
14792,63,4,12.4
14462,63,246,2042.14
12519,63,18,340.84000000000003
16477,63,146,2494.46
14067,63,52,374.7
13876,63,7,122.7
14844,63,130,3189.81
12740,63,27,427.6
13806,63,10,256.38
13169,63,13,712.88
16455,63,99,1841.18
15815,63,49,2100.6
13276,63,30,590.93
13419,63,16,221.06
15874,62,137,4481.09
13689,62,6,910.0
12885,62,72,1192.17
16354,62,39,395.8
14029,62,15,467.66
13763,62,17,1740.46
12492,62,20,263.21
18136,62,39,806.83
16104,61,29,302.36
13259,61,87,292.32
16248,61,7,152.94
16595,60,85,360.16
13260,60,8,557.62
15756,60,192,532.96
18088,60,39,167.67000000000002
16685,60,62,324.24
13193,60,29,117.88
16518,60,42,487.72
14801,60,59,193.14
16380,60,32,1780.59
14514,60,73,1055.35
16921,60,60,169.79
15193,60,19,499.32
14027,60,6,104.82
17025,60,9,357.77
17648,60,92,1805.45
16179,60,11,215.83
15304,60,26,708.5
13373,60,158,3312.25
13473,60,22,427.74
14665,60,117,2413.02
14128,60,46,637.5
18169,60,9,202.65
18126,60,56,206.82999999999998
16982,60,22,384.06
16395,60,210,1486.9
16776,59,76,388.28000000000003
16385,59,59,555.89
17214,59,104,1154.1200000000001
14201,59,39,806.84
15211,59,52,894.41
13980,59,11,200.14
14451,59,109,662.59
15128,59,111,1522.46
15553,59,56,437.23
15886,59,12,181.09
17284,59,294,1663.48
13224,59,109,2161.05
14529,59,229,620.04
13666,59,12,84.65
17589,59,253,2404.17
14356,59,38,735.52
16861,59,8,195.87
16136,59,37,709.38
12772,59,55,892.47
14857,59,61,1180.5900000000001
13283,59,7,93.66
15706,59,59,1119.31
13517,59,143,2147.77
17620,59,4,81.44
12530,59,68,1700.93
12824,59,25,397.12
16086,58,40,1123.47
17863,58,148,3160.0
13627,58,94,1652.92
16120,58,32,1324.14
16171,58,3,73.19999999999999
13690,58,9,172.25
12836,58,175,2612.86
15199,58,13,1268.7
14535,58,333,2887.29
14959,58,61,705.87
13359,58,24,447.86
17489,58,29,376.64
15840,58,28,365.46
15281,58,150,2424.35
18171,58,56,1254.1100000000001
15421,58,53,950.36
13208,58,150,1241.9
14541,58,111,1461.65
12908,58,4,1254.0
17064,58,62,859.35
13520,58,95,3760.95
17913,58,59,411.6
13842,58,206,3385.62
14642,58,2,96.12
12602,58,12,153.12
17190,58,20,639.74
12633,58,103,2187.33
14761,58,11,255.9
16203,58,36,596.65
15831,57,69,855.76
16753,57,34,223.92000000000002
14852,57,143,2836.69
13865,57,30,501.56
12457,57,68,2808.68
13464,57,41,674.68
18277,57,9,123.13
14775,57,60,1011.9
12607,57,202,3159.02
12667,57,33,620.13
13930,57,17,337.34
17724,57,45,1070.3500000000001
14537,57,10,355.56
17279,57,9,187.82999999999998
13487,57,34,575.4
12612,57,21,764.49
17509,57,369,6129.54
16770,57,146,795.3000000000001
13035,57,30,957.13
12876,57,85,2218.02
13827,57,93,412.05
12446,57,58,1002.31
15272,56,63,721.94
16121,56,212,867.11
14421,56,27,813.11
15606,56,91,3417.68
14624,56,13,225.85
12631,56,31,640.5
14975,56,11,279.94
15367,56,96,1887.49
16773,56,26,171.59
16430,56,6,300.85
17181,56,23,239.92000000000002
16793,56,16,243.84
13911,56,148,2580.91
18160,56,39,638.0600000000001
17614,56,100,390.07
13858,56,11,216.17000000000002
14555,56,21,324.14
14976,56,73,815.86
16224,56,96,1295.3
16239,56,21,455.5
16950,56,42,1178.56
14089,56,14,161.0
13213,56,92,1522.73
17771,56,54,245.81
16413,56,31,262.2
14937,56,35,1626.13
16081,55,227,2806.9
13006,55,4,81.57
17986,55,1,20.8
17180,55,131,811.68
17892,55,28,244.1
13814,55,58,1596.12
16206,54,63,537.0600000000001
16674,54,98,319.61
15440,54,62,383.68
13878,54,36,1281.53
13034,54,37,642.77
15994,54,35,427.07
16934,54,62,950.9300000000001
14780,54,27,447.68
15545,53,81,292.71999999999997
16052,53,34,362.06
13760,53,57,286.79
13875,53,104,1786.79
12475,53,36,723.38
14443,53,98,1439.52
15091,53,31,484.46
16542,53,5,119.62
16652,53,123,6893.68
18042,53,7,165.04999999999998
16563,53,19,1077.74
17201,53,40,342.63
17520,53,30,546.81
13750,53,24,1647.26
15012,53,128,423.04
17527,53,49,989.88
13923,53,20,351.13
17734,53,43,700.63
16412,53,35,151.83
17205,53,13,384.08
17534,53,9,223.36
15335,53,36,173.97
16737,52,1,417.6
13015,52,176,3346.28
14211,52,118,2273.9
17206,52,7,204.24
17785,52,13,131.94
16932,52,53,161.94
16363,52,5,109.36000000000001
14830,52,40,197.13
16389,52,35,1401.8700000000001
12794,52,45,860.41
17612,52,142,2104.14
13265,52,91,2107.66
14841,52,138,3295.76
12454,52,30,7056.68
17244,52,31,954.9
13919,52,33,419.46
17679,52,30,1992.1100000000001
15505,52,99,3724.7799999999997
15637,52,15,223.36
16848,52,14,281.42
15678,52,12,352.7
14015,52,20,917.34
16249,52,69,1800.0700000000002
13594,52,26,396.97
14798,52,12,173.74
16140,52,37,746.59
15327,52,10,208.75
14861,51,6,125.79
17262,51,12,1253.3600000000001
16515,51,113,1627.13
12611,51,65,1193.32
16940,51,305,3049.88
13637,51,101,810.5
12679,51,56,1167.3700000000001
16734,51,53,650.51
15140,51,81,2358.5
16730,51,84,783.43
12863,51,6,538.1999999999999
15604,51,17,216.39000000000001
12759,51,95,1531.44
13805,51,13,924.6
14639,51,175,3016.64
12360,51,129,2662.06
14381,51,56,202.68
13491,51,86,1215.82
16123,51,16,307.78
17148,51,9,124.88
14229,51,43,1643.8
17973,51,15,337.04
15610,51,6,112.46000000000001
15853,51,30,110.8
13849,51,101,1537.95
17934,51,21,704.25
12744,51,229,33438.19
16621,51,29,813.48
16131,51,78,3506.54
18019,51,5,38.45
16470,51,171,767.34
14107,51,124,2717.98
15220,51,119,1799.0
12596,50,27,618.27
14273,50,29,559.97
14306,50,35,2103.2200000000003
15826,50,69,1659.26
17462,50,28,688.44
14257,50,107,3112.17
14175,50,164,3336.54
13422,50,128,2651.05
16826,50,22,341.7
17824,50,13,298.4
14488,50,49,1081.1299999999999
12370,50,167,3545.69
15803,50,8,415.82000000000005
15006,50,144,502.09000000000003
14776,50,134,2881.02
14799,50,13,157.7
16170,50,127,1889.68
13669,50,9,218.55
16260,50,18,1035.45
15301,50,247,5112.58
14261,50,52,1163.45
14638,50,16,443.6
17354,50,16,1393.06
17007,50,53,902.4300000000001
15664,50,19,414.23
17764,50,75,818.82
14631,50,41,1006.98
13245,50,16,430.5
15754,50,29,461.47
14923,50,44,749.1
18149,50,16,612.0799999999999
14495,50,6,123.80000000000001
16593,50,27,330.03
18252,50,98,526.67
16177,49,15,331.95
12556,49,121,603.71
16099,49,39,731.9
13366,49,1,56.16
15587,49,9,913.6800000000001
16846,49,11,214.32
13761,49,70,1070.65
15807,49,48,903.9
14484,49,14,321.92
14427,49,17,363.34000000000003
13897,49,17,311.16
15565,49,8,173.16000000000003
13573,49,26,294.4
14585,49,29,157.05
15129,49,84,3447.4
17125,49,40,259.35
15121,49,28,457.71999999999997
17420,49,30,598.83
13519,49,9,134.7
17571,49,299,1498.51
13136,49,139,2669.84
17169,49,60,854.6800000000001
16394,49,100,1698.6200000000001
15620,49,104,1581.96
17603,49,15,1954.74
18228,49,32,790.6
17092,49,125,1777.78
13917,49,18,272.04
13725,49,118,2151.31
12407,49,77,1708.12
16153,49,89,1824.23
16497,49,136,2965.69
12403,49,6,445.7
14967,49,6,463.8
15286,49,3,240.55
17832,49,61,155.37
13918,49,30,1212.8400000000001
16918,49,130,1094.3
17940,48,23,6229.3
14147,48,6,498.4
13157,48,89,1760.87
15321,48,106,2845.89
15728,48,4,134.8
15740,48,9,154.88
13974,48,28,413.59000000000003
15819,48,123,1905.45
15677,48,33,657.23
17361,48,29,488.2
16768,47,58,498.14
16007,47,385,1701.94
15000,47,77,490.52
14800,47,392,4443.14
16017,46,32,211.88
16686,46,588,3082.18
13598,46,41,192.92000000000002
14731,46,45,380.02
17111,46,30,248.60999999999999
14504,46,107,673.26
17836,46,24,110.21
15592,46,24,388.58
14312,46,87,1611.5900000000001
15277,46,12,255.9
14019,46,68,1444.26
16491,46,39,731.5
17186,46,2,144.0
16742,46,4,929.8
12546,46,70,1181.5
14145,46,12,4336.2
15142,45,26,498.74
17344,45,32,160.57
18240,45,6,422.58000000000004
14997,45,27,551.42
14139,45,26,415.82
12463,45,88,1385.93
14952,45,149,8286.19
16444,45,86,670.57
15801,45,69,1085.71
12940,45,103,950.79
17004,45,44,1412.94
15806,45,31,784.58
16728,45,269,1054.67
15068,45,104,553.36
13165,45,42,1021.4799999999999
15844,45,11,130.73999999999998
13176,45,72,492.84
16023,45,101,719.81
17317,45,11,2676.66
13652,45,63,1095.08
13481,45,112,1832.31
12398,45,85,1635.6599999999999
14001,45,40,2055.83
18147,45,7,179.34
16708,45,27,656.63
18045,44,47,189.4
13340,44,134,10736.48
17917,44,94,341.28
16258,44,135,5203.51
13182,44,11,121.18
17024,44,3,95.85
17928,44,23,212.54000000000002
15158,44,7,401.40000000000003
16110,44,354,1337.48
15656,44,47,748.5
16056,44,68,664.85
18079,44,127,3651.97
15630,44,61,1192.3
15836,44,12,157.26999999999998
14341,44,130,2198.18
17423,44,28,733.19
13601,44,99,693.32
16225,44,134,1096.32
15240,44,83,1727.57
12812,44,15,229.64000000000001
12371,44,63,1887.96
15516,44,15,62.43000000000001
16071,44,21,326.24
16208,44,66,664.26
16454,44,3,21.950000000000003
14754,44,41,638.0500000000001
16188,44,67,981.86
12879,44,12,593.87
15215,44,43,853.89
17712,44,29,522.91
16418,44,102,675.27
17470,44,78,1125.07
16750,44,95,623.9300000000001
14598,43,50,221.97
15320,43,36,267.13
16415,43,54,210.35
12448,43,22,449.45
12456,43,129,3208.19
13107,43,60,1539.17
17175,43,64,1456.44
14690,43,54,384.79
15835,43,50,954.09
15821,43,62,570.96
15990,43,52,792.11
16345,43,38,575.41
16325,43,20,677.94
15296,43,200,3735.4100000000003
14379,43,46,348.1
17895,43,16,98.0
13416,43,19,712.5
15659,43,11,306.45
14233,43,36,1477.93
15791,43,76,1620.94
14764,43,7,306.05
15786,43,280,5030.2
17672,43,115,3249.7200000000003
16690,43,13,242.53
17684,43,15,239.41
17878,43,26,379.45
14752,43,5,389.64000000000004
17414,43,6,778.0
14474,42,30,557.61
17459,42,111,657.3
16847,42,12,193.44
16026,42,32,236.09
17545,42,145,645.96
13791,42,17,1984.32
14239,42,116,2438.2000000000003
14004,42,171,4582.64
15038,42,133,745.39
12430,42,11,256.4
18261,42,21,324.24
14357,42,41,225.77
13654,42,166,2707.33
13538,42,25,1280.85
15288,42,88,2306.52
14716,42,55,329.68
16680,42,10,183.7
15469,42,27,572.6
15014,42,35,260.17
17669,42,68,3406.7200000000003
16843,42,379,10209.32
18287,42,70,1837.28
14218,42,12,169.48000000000002
15096,42,11,219.39000000000001
12432,42,108,5059.32
14498,42,193,1957.32
17552,42,51,950.86
17418,41,30,463.46000000000004
12678,41,167,17668.66
16102,41,57,1842.14
14221,41,194,3437.75
12895,41,24,398.3
13812,41,36,539.0
17837,41,172,1626.23
17272,41,116,2152.73
17839,41,56,338.8
15708,40,297,3398.76
16235,40,48,876.21
15370,40,95,2411.55
16601,40,31,244.8
14810,40,255,2087.88
15860,40,142,977.21
15059,40,239,1349.6200000000001
17372,40,253,1342.68
17018,40,16,920.1
13278,40,46,542.73
14582,40,6,114.11
13566,40,176,874.71
14179,40,165,719.78
17255,40,78,298.41
17609,40,238,1120.52
13524,40,27,680.1800000000001
